gene,rho,is_TF
EXOSC3,-0.515198079231693,FALSE
PDXK,0.515102040816327,FALSE
SPHAR,-0.515102040816327,FALSE
ELP4,-0.515102040816327,FALSE
LOC644962,-0.514909963985594,FALSE
RBM45,-0.514813925570228,FALSE
NGFRAP1,-0.514813925570228,FALSE
SMARCD2,0.514813925570228,FALSE
CAP1,-0.514621848739496,FALSE
LOC643454,-0.514621848739496,FALSE
UXS1,-0.514429771908764,FALSE
ZNF500,0.513949579831933,TRUE
ABCC4,-0.513757503001201,FALSE
SDSL,-0.513757503001201,FALSE
GRTP1,0.513565426170468,FALSE
LTBP2,0.513565426170468,FALSE
GSDMB,0.513373349339736,FALSE
GJC1,-0.51327731092437,FALSE
SLC1A5,0.51327731092437,FALSE
IGF2,0.513181272509004,FALSE
TMEM167A,-0.512989195678271,FALSE
SETD6,0.512989195678271,FALSE
CCNL2,-0.512797118847539,FALSE
TRIM62,0.512797118847539,FALSE
C4orf33,-0.512797118847539,FALSE
SDCBP2,0.512605042016807,FALSE
PFDN4,-0.512605042016807,FALSE
HEXIM1,0.512605042016807,FALSE
RRM1,-0.512412965186074,FALSE
TMEM9B,-0.512412965186074,FALSE
RARS,-0.512316926770708,FALSE
SH2B1,0.512316926770708,FALSE
HSD17B7,0.512220888355342,FALSE
ZDHHC20,-0.512124849939976,FALSE
EP400,0.51202881152461,FALSE
GRB14,0.511548619447779,FALSE
