logFC,AveExpr,t,P.Value,adj.P.Val,B,tf
0.4174602998296,0.0236117333660455,4.84922816558343,1.22250156811434e-05,0.000108876481938774,2.84958128187002,ZNF599
0.412704282689162,0.0192744470509058,4.8418961348986,1.25369305042339e-05,0.000110910045194122,2.82521627084399,ZNF527
-0.257274523498196,0.0453815619110699,-4.83852081968787,1.26831357623473e-05,0.000111460405010827,2.8140042103528,RARG
-0.522727474274475,-0.0180500843435247,-4.83037700974663,1.30428221755243e-05,0.000113637344431657,2.7869637751968,ATF5
0.343389874986733,0.0224447557563669,4.82905562814684,1.31021203451722e-05,0.000113637344431657,2.78257784445163,ZNF30
0.480031604154238,0.00161662282972359,4.82598383771903,1.32409945616141e-05,0.000114096102488713,2.77238362231191,ZNF208
-0.357249593283826,0.00398976015691748,-4.82284030642096,1.33846083459102e-05,0.000114589517903373,2.76195373389929,FOXA2
0.376329968641496,0.0155940982214694,4.80874363580561,1.40476533352955e-05,0.000119495102409853,2.71521274024638,ZNF311
0.385808380883756,0.0190677312013173,4.80143925380411,1.44037950008387e-05,0.000121744178128108,2.6910127823526,ZNF518A
0.136419312482201,0.0271947371641367,4.77328391869596,1.58613881320366e-05,0.000133215582602611,2.59785809092478,CBX2
-0.275674070932053,-0.00328088306436909,-4.73157992057386,1.82898862478851e-05,0.000152645780194614,2.46025006571119,GATA2
0.423898516278518,0.0280934009339933,4.70484045806729,2.00350512801177e-05,0.000166165706554476,2.37225910677073,ZNF737
0.352453058648897,0.0163212805965627,4.69452706246758,2.07509112042978e-05,0.000170688810468024,2.33837187681817,ZNF846
0.264112864359966,0.0506898886145944,4.6933009021419,2.08376694015221e-05,0.000170688810468024,2.3343449186117,PRDM14
-0.475517725450413,0.0128972658597538,-4.63981908794417,2.49881071565739e-05,0.000203430786483273,2.15909730988865,PPARD
-0.64273073975328,0.148783555554782,-4.63176360260378,2.56796671401882e-05,0.000207786087164816,2.13276953418786,CEBPB
0.115332203050751,0.0105792481265007,4.6277468205141,2.60314725829781e-05,0.000209356146167345,2.11964822794667,HOXB5
0.134932482981354,0.00970953079080492,4.60544903529442,2.80718819434756e-05,0.000224405947825254,2.04689215258168,SIX3
0.393306542815079,0.0177556886170883,4.58422112867793,3.0159399371109e-05,0.000239649838116537,1.9777579092413,ZNF674
0.297643149310197,0.0760444358767408,4.55248795450937,3.35659681862521e-05,0.000265131189185455,1.87465214010169,PBX3
-1.07505221147374,-0.0447601897723934,-4.54638052587251,3.42634829054234e-05,0.000267730418552998,1.85484181450841,PIN1
-0.324962778967262,-0.0201149595819044,-4.54607672769368,3.4298546461198e-05,0.000267730418552998,1.85385668667233,USF2
