gene,logFC,P.Value,adj.P.Val,status,is_piezo
SCARNA22,-0.16226781575,0.58496627667523,0.690097579556466,Not highlighted,FALSE
LINC00474,0.1345848951,0.584990312129536,0.690097579556466,Not highlighted,FALSE
CHRNA7,0.0689436922,0.585030815861302,0.690107934198213,Not highlighted,FALSE
YPEL5,-0.0576776028500001,0.58506437571295,0.690110097093872,Not highlighted,FALSE
LOC100129581,0.13367421665,0.585134968457111,0.69015593937095,Not highlighted,FALSE
LOC100129195,-0.058945561,0.585267011453019,0.690274252189236,Not highlighted,FALSE
HSFY2,-0.1398817759,0.585358444388666,0.690344658552497,Not highlighted,FALSE
GIGYF1,0.0789118044500001,0.585478785695102,0.690449148627805,Not highlighted,FALSE
SLC4A1,-0.1064895453,0.585551835484412,0.690497859994412,Not highlighted,FALSE
RC3H1,-0.0556624195,0.585598698120349,0.690515687185657,Not highlighted,FALSE
VN1R4,-0.12764117385,0.585671364550931,0.690519737925492,Not highlighted,FALSE
ABHD12B,-0.1342459686,0.585706852444809,0.690519737925492,Not highlighted,FALSE
ACMSD,0.0639243839000001,0.585706954045245,0.690519737925492,Not highlighted,FALSE
FLJ44635,-0.1143097625,0.58572911384991,0.690519737925492,Not highlighted,FALSE
PPIL4,0.0570809371000001,0.585929626042359,0.690718687712627,Not highlighted,FALSE
DSP,0.1114701018,0.586060561456968,0.690835600325799,Not highlighted,FALSE
TEX101,0.12545560075,0.586178660135938,0.690937369420014,Not highlighted,FALSE
ARL6IP6,0.08637228155,0.586356456183209,0.691077639468834,Not highlighted,FALSE
FOXP4,0.0728338738500001,0.586361204212799,0.691077639468834,Not highlighted,FALSE
ARHGAP36,0.1449271979,0.586639975785088,0.69136873561669,Not highlighted,FALSE
BAHD1,0.0481772892499999,0.587062809553543,0.691829571644201,Not highlighted,FALSE
LOC100653259,0.0893004213000001,0.587436605486751,0.692232571783292,Not highlighted,FALSE
EFS,-0.0470076080000001,0.587488308086303,0.692255995530513,Not highlighted,FALSE
OR2T8,0.213100507,0.58759209665568,0.692340787955926,Not highlighted,FALSE
PFN3,0.0874509836000001,0.587675895262044,0.692366529945413,Not highlighted,FALSE
KRTAP9-3,0.1187306153,0.587677604008007,0.692366529945413,Not highlighted,FALSE
SEPT5,0.06566679805,0.587779373508552,0.692448923990361,Not highlighted,FALSE
CDKN2AIP,-0.04543194875,0.587854770072986,0.69250024146372,Not highlighted,FALSE
MYL6,0.0583393596,0.587934259211327,0.692547106211826,Not highlighted,FALSE
SUPT6H,-0.0667413213,0.587958229607107,0.692547106211826,Not highlighted,FALSE
NAV2-AS4,0.1295617014,0.588025077538149,0.69258834127192,Not highlighted,FALSE
LOC284412,0.0962020825,0.588122689490165,0.692665804417677,Not highlighted,FALSE
IRGQ,0.08345613665,0.588203398120745,0.692723352242688,Not highlighted,FALSE
KPNA7,0.1259704992,0.588282550671337,0.692779061350382,Not highlighted,FALSE
FLJ36848,-0.13291700815,0.588391029152722,0.692869297646709,Not highlighted,FALSE
STK4,0.0424511911500001,0.588475349153866,0.692931077507438,Not highlighted,FALSE
CDC23,0.0610112176499999,0.588949335217706,0.693451658528502,Not highlighted,FALSE
LOC728716,-0.16668237235,0.589020197978884,0.693463511602916,Not highlighted,FALSE
LOC100131825,0.10224599755,0.589023162944808,0.693463511602916,Not highlighted,FALSE
LOC730651,0.080039831,0.58907900078795,0.693491715383422,Not highlighted,FALSE
TMEM63B,0.0753819929000001,0.589118159518101,0.693500281731666,Not highlighted,FALSE
TTTY8,0.1799530781,0.589324331362522,0.693686955848166,Not highlighted,FALSE
BSG,0.0523899532499999,0.589367327794646,0.693686955848166,Not highlighted,FALSE
DAPK1,-0.0549770101499999,0.58937240856151,0.693686955848166,Not highlighted,FALSE
PPP2R2B,-0.0829133279999999,0.589812513380724,0.69416739481969,Not highlighted,FALSE
MICAL3,-0.08632564095,0.59010350467339,0.694445711872164,Not highlighted,FALSE
LOC441455,0.04552004355,0.590112841956835,0.694445711872164,Not highlighted,FALSE
FBXO15,-0.08677323015,0.590165550618153,0.694470168084721,Not highlighted,FALSE
C20orf108,-0.0881906477999999,0.590224229853649,0.694473670539186,Not highlighted,FALSE
D21S2090E,0.1039715085,0.590232380804429,0.694473670539186,Not highlighted,FALSE
OR8H2,0.14932913485,0.590315887898253,0.694534357072847,Not highlighted,FALSE
DEFB108B,0.07703203555,0.590392987799733,0.694587499087013,Not highlighted,FALSE
ZNF323,0.0938981054999999,0.590459450268233,0.694604231402915,Not highlighted,FALSE
CEP89,0.0501248592,0.590475622338719,0.694604231402915,Not highlighted,FALSE
TFAM,-0.0910694585,0.590503008785523,0.694604231402915,Not highlighted,FALSE
HCAR2,0.0976206286000001,0.590557003528301,0.69463018119005,Not highlighted,FALSE
FAIM,0.0633324627499999,0.590637622513806,0.694687442679805,Not highlighted,FALSE
OR7C1,0.1582251152,0.590710535465115,0.694700608870312,Not highlighted,FALSE
LOC100131180,-0.0910893443999999,0.59071269132334,0.694700608870312,Not highlighted,FALSE
LOC387720,-0.08821683015,0.590796808711774,0.694761971297968,Not highlighted,FALSE
UBE2V2,0.0635962231,0.591281045361293,0.695284105953187,Not highlighted,FALSE
GPR26,0.1657934637,0.591304738691983,0.695284105953187,Not highlighted,FALSE
DIEXF,0.04423522775,0.591607358727875,0.695602338759391,Not highlighted,FALSE
NHSL2,0.1020811572,0.591864234882902,0.695866755157715,Not highlighted,FALSE
COX6A1,0.0610772280000001,0.591931701327718,0.695908462181415,Not highlighted,FALSE
C12orf34,0.0659467463000001,0.592177966265113,0.696160358979557,Not highlighted,FALSE
TAAR8,-0.07644644045,0.59230643536282,0.696273756053397,Not highlighted,FALSE
PRSS42,0.12304224495,0.592358593658068,0.696297440110797,Not highlighted,FALSE
LOC401445,0.0759203418000002,0.59247846261515,0.696400708894669,Not highlighted,FALSE
ACADM,-0.0602210032,0.59252249792464,0.696414836270426,Not highlighted,FALSE
STX4,-0.0371879323500001,0.592683261624167,0.696538393475021,Not highlighted,FALSE
LOC100129213,0.09999513185,0.592691666275706,0.696538393475021,Not highlighted,FALSE
ATP2B1,-0.0466006518499999,0.592828978225932,0.696662125033521,Not highlighted,FALSE
ZNF354C,-0.0654221281999999,0.593215248340422,0.697078390249088,Not highlighted,FALSE
DNTTIP2,-0.0512406815500001,0.593689355739027,0.697558760149919,Not highlighted,FALSE
ZFYVE28,-0.05915858875,0.59371335580538,0.697558760149919,Not highlighted,FALSE
GPR180,0.06918657115,0.593740858046846,0.697558760149919,Not highlighted,FALSE
CXorf59,0.151721346,0.593752319059201,0.697558760149919,Not highlighted,FALSE
ZFR2,0.0974165000000001,0.593891626933068,0.697684741253407,Not highlighted,FALSE
RABEPK,0.05800318495,0.593999352022021,0.697709092819996,Not highlighted,FALSE
C15orf60,0.0991015235999999,0.594005317968435,0.697709092819996,Not highlighted,FALSE
TAC3,0.08196598865,0.594008582656009,0.697709092819996,Not highlighted,FALSE
C6orf222,0.16058405875,0.594063125724663,0.697735481142704,Not highlighted,FALSE
HGD,-0.06355598065,0.594325854927924,0.698006370951472,Not highlighted,FALSE
LOC339529,0.0985053465499999,0.594539202269069,0.698219238082107,Not highlighted,FALSE
FLJ42627,-0.07381756135,0.594596187191678,0.698234116587489,Not highlighted,FALSE
LOC400685,0.1115049602,0.594616070966653,0.698234116587489,Not highlighted,FALSE
NLGN1,-0.0857744923999998,0.594672086240481,0.698262198105422,Not highlighted,FALSE
G6PC2,-0.07656258955,0.594796027907255,0.698365094101572,Not highlighted,FALSE
VAMP1,-0.0537263378499999,0.594823928761485,0.698365094101572,Not highlighted,FALSE
SNCA,0.1074248558,0.594934047946366,0.698456682368812,Not highlighted,FALSE
TBX22,0.1012210863,0.595010548721373,0.698508794634751,Not highlighted,FALSE
LOC283575,0.0870962397,0.595098408165154,0.698570935532038,Not highlighted,FALSE
LOC254099,0.1523044998,0.595127712685923,0.698570935532038,Not highlighted,FALSE
FAR1,-0.0728075964499999,0.595464608819666,0.698928673162388,Not highlighted,FALSE
GNAS-AS1,-0.0527431014499999,0.595589181121911,0.699037169792468,Not highlighted,FALSE
FAM186A,0.1052525783,0.595728578719826,0.699163054079727,Not highlighted,FALSE
F9,0.14291324195,0.59587191865266,0.69929355136405,Not highlighted,FALSE
MKRN7P,0.04476432795,0.595912078227472,0.699302952395553,Not highlighted,FALSE
C2orf43,0.0459312209,0.596214037006608,0.69961955726211,Not highlighted,FALSE
ANKRD11,0.1414442968,0.596249759677881,0.699623733548024,Not highlighted,FALSE
GGA1,-0.0523356422000001,0.596347417612639,0.699700578667141,Not highlighted,FALSE
MED11,0.0446654782,0.596396516921154,0.699720444232413,Not highlighted,FALSE
TRIM32,-0.0614720379500001,0.596465025551084,0.69975917954906,Not highlighted,FALSE
MGAM,-0.12422474975,0.596493872158821,0.69975917954906,Not highlighted,FALSE
DDX19B,0.0384189119999999,0.596648010554728,0.699902255599765,Not highlighted,FALSE
CUX1,0.05712339645,0.596886778555125,0.70014458623442,Not highlighted,FALSE
ADAM2,0.0764040708500001,0.596985821602805,0.70022300304687,Not highlighted,FALSE
MAEL,0.1039884623,0.597265482550645,0.700513252261492,Not highlighted,FALSE
QPRT,-0.0422747616999999,0.597345666858515,0.700569523130771,Not highlighted,FALSE
ATAD1,0.0450013144,0.597433554586061,0.700634822048522,Not highlighted,FALSE
MTMR3,-0.0916952458499999,0.597548656410718,0.700685586942121,Not highlighted,FALSE
DOCK9,-0.0612524058999999,0.597591372602762,0.700685586942121,Not highlighted,FALSE
ZFP62,-0.0506923229499999,0.597620341344738,0.700685586942121,Not highlighted,FALSE
PSMD3,-0.0477341635500001,0.597662747756036,0.700685586942121,Not highlighted,FALSE
ARF6,0.1145782334,0.597675714094514,0.700685586942121,Not highlighted,FALSE
IGSF8,0.06121053875,0.597704685755796,0.700685586942121,Not highlighted,FALSE
CTAG2,0.1470743352,0.59771114934091,0.700685586942121,Not highlighted,FALSE
SPINLW1,0.13089260905,0.597734541711015,0.700685586942121,Not highlighted,FALSE
RDH16,0.11004030525,0.597782089247954,0.700703562284932,Not highlighted,FALSE
SI,-0.163560226,0.59786463432602,0.700762556625692,Not highlighted,FALSE
ZNF41,-0.0936915144500001,0.597921208424292,0.700791105428374,Not highlighted,FALSE
GABRA5,-0.1610921856,0.598201794258331,0.701082189046725,Not highlighted,FALSE
PP2672,0.1105682318,0.59839571230607,0.701271673621122,Not highlighted,FALSE
TCP11L2,-0.0880922594999998,0.598700768164604,0.701591375342984,Not highlighted,FALSE
CTLA4,-0.18483620465,0.598869909291778,0.701751778641101,Not highlighted,FALSE
TTC32,0.0750470918,0.598993896240375,0.70185925614203,Not highlighted,FALSE
MORC1,-0.0903265200999998,0.599079342167707,0.701921564817235,Not highlighted,FALSE
HSPA4L,0.09177773235,0.599133927134669,0.701947709955474,Not highlighted,FALSE
LOC100127909,-0.0837582558999999,0.5992094116772,0.701998336985106,Not highlighted,FALSE
MOV10L1,0.0825102348500001,0.599274254015705,0.70203649145571,Not highlighted,FALSE
KCNQ2,0.0499176749500001,0.599433620969559,0.702149889925706,Not highlighted,FALSE
PRY2,0.18411053915,0.599435613089388,0.702149889925706,Not highlighted,FALSE
ARHGEF35,0.1206199109,0.59952383243716,0.702215411295735,Not highlighted,FALSE
VCY,-0.0763812990999999,0.599709851858842,0.702357993476588,Not highlighted,FALSE
LOC440040,0.1556211397,0.599715373146707,0.702357993476588,Not highlighted,FALSE
FP6628,0.0769135265000001,0.5997424315389,0.702357993476588,Not highlighted,FALSE
LOC283070,0.0541538237,0.599832968510664,0.70242620355553,Not highlighted,FALSE
LOC100128131,0.0834473841000001,0.599922820552539,0.702493604255967,Not highlighted,FALSE
PCDHGC5,0.0862069603999999,0.60001252139859,0.702560820663301,Not highlighted,FALSE
EFCAB2,-0.0686759942,0.600310351288977,0.702871717151352,Not highlighted,FALSE
CACNB2,-0.12408942885,0.600397098116053,0.702907997492041,Not highlighted,FALSE
LOC389791,-0.0709331994999999,0.600405966964055,0.702907997492041,Not highlighted,FALSE
DNAH12,-0.10645642385,0.60081514620054,0.703349177124705,Not highlighted,FALSE
NR4A3,-0.173293644,0.60090043299443,0.703411162334239,Not highlighted,FALSE
FBXW8,0.04221498965,0.600936125668003,0.703415089357498,Not highlighted,FALSE
CCDC64B,0.08516817155,0.601374969127467,0.703890891544375,Not highlighted,FALSE
INCENP,0.0608665704500001,0.601945183155332,0.704520399461651,Not highlighted,FALSE
EIF3G,0.0384236317,0.602047829936362,0.704602625458719,Not highlighted,FALSE
UQCRB,-0.08191091815,0.602091761168094,0.704616128957248,Not highlighted,FALSE
LINC00470,0.0837938316499999,0.602162762088058,0.704661308421532,Not highlighted,FALSE
MST4,0.1014144394,0.60235586238767,0.704849358150336,Not highlighted,FALSE
CD59,-0.06332774325,0.602414465940933,0.704880014155308,Not highlighted,FALSE
TGM2,0.08187279655,0.602541442766857,0.704990665540567,Not highlighted,FALSE
LOC340037,0.15383596095,0.602576316915167,0.704993548060387,Not highlighted,FALSE
CALML4,0.0914552543500001,0.602841284977337,0.705265617750069,Not highlighted,FALSE
F11,0.17566994615,0.60289013814338,0.70528483838307,Not highlighted,FALSE
FLVCR1-AS1,-0.1061263569,0.603390190776109,0.705802291500754,Not highlighted,FALSE
CDK8,0.0629123191500001,0.603428324970725,0.705802291500754,Not highlighted,FALSE
KIAA0317,0.1457555939,0.603429809444627,0.705802291500754,Not highlighted,FALSE
TMPPE,0.0525029387500001,0.603506286345953,0.705853787536142,Not highlighted,FALSE
CCDC72,0.05502534025,0.603644242753552,0.705977179868555,Not highlighted,FALSE
RASL10B,0.0631658590000001,0.603949322439832,0.706296003317808,Not highlighted,FALSE
KLHL23,0.0894244651999997,0.604022592306866,0.70634371420133,Not highlighted,FALSE
LOC389607,0.09556048175,0.604118034662083,0.706397101834181,Not highlighted,FALSE
BPNT1,-0.0479569941,0.604133196277182,0.706397101834181,Not highlighted,FALSE
ZNF511,-0.0696214224,0.604223207965898,0.706464374310589,Not highlighted,FALSE
LOC146513,-0.1615710031,0.604322533519602,0.706542528842698,Not highlighted,FALSE
TRPM6,0.0970441309999999,0.604506039471623,0.706703116043103,Not highlighted,FALSE
WDR61,0.0815816148999998,0.604524865769309,0.706703116043103,Not highlighted,FALSE
CLRN1,0.1388900688,0.604691707284093,0.706860168575,Not highlighted,FALSE
WWC3,-0.03937220515,0.604741893551846,0.706880846286193,Not highlighted,FALSE
MAST1,0.0557529944000001,0.604936173951928,0.707069943890507,Not highlighted,FALSE
C20orf107,-0.0809190751500002,0.604978604573382,0.70708154353233,Not highlighted,FALSE
C8orf77,-0.1787906252,0.605056635480158,0.707134748278767,Not highlighted,FALSE
LOC100129717,-0.1243259401,0.60510328278959,0.707137755590717,Not highlighted,FALSE
CELSR1,0.0670647136500001,0.605124226855719,0.707137755590717,Not highlighted,FALSE
WWP2,-0.0751162055000001,0.60516400880214,0.707146254067373,Not highlighted,FALSE
ZNF589,0.0820508729000001,0.605293851373139,0.707259983619925,Not highlighted,FALSE
FLJ40288,-0.1523266258,0.605476968173344,0.707409316308829,Not highlighted,FALSE
LPCAT4,0.05389072825,0.605486697822627,0.707409316308829,Not highlighted,FALSE
ATPBD4,-0.0965209451,0.605530588685099,0.707422598693714,Not highlighted,FALSE
RGS1,0.2077784638,0.605764122082704,0.70765742124291,Not highlighted,FALSE
SCARNA9L,-0.06085274315,0.605848063873585,0.707717474108706,Not highlighted,FALSE
TNFSF13B,0.0623221369,0.605956803100105,0.707806485932418,Not highlighted,FALSE
SLC25A26,0.0616858959500001,0.60624649229096,0.708106841019866,Not highlighted,FALSE
RP1-177G6.2,-0.0767408162,0.606289703242075,0.708119288279726,Not highlighted,FALSE
GLRA4,0.1328832863,0.606410636155111,0.708222505108509,Not highlighted,FALSE
LOC285484,0.18865079125,0.606477677877833,0.708262775109987,Not highlighted,FALSE
RNF6,0.0792316910500002,0.606565489002644,0.708327294614566,Not highlighted,FALSE
ZNF486,0.0793750290000001,0.60664554665029,0.708382753421576,Not highlighted,FALSE
EBAG9,0.0460004338499999,0.606802612407219,0.708528124165647,Not highlighted,FALSE
FLJ43903,-0.13781165165,0.606854039751785,0.70853414330249,Not highlighted,FALSE
SIX2,0.0488943814,0.606872913932912,0.70853414330249,Not highlighted,FALSE
CCL13,0.0987979580499999,0.606915539754764,0.708545879172693,Not highlighted,FALSE
ZNF836,0.0835546488500001,0.607245376709707,0.708892901528983,Not highlighted,FALSE
MGC34796,0.0648242516500001,0.607286446134252,0.708902800059689,Not highlighted,FALSE
TINF2,-0.0360647668,0.607399363199111,0.708948025861345,Not highlighted,FALSE
PPP1R3D,0.0428538321500001,0.607401649828667,0.708948025861345,Not highlighted,FALSE
FXYD3,0.1249782336,0.607422966071069,0.708948025861345,Not highlighted,FALSE
LOC100129216,0.0954280817500001,0.607768047005592,0.709312724458935,Not highlighted,FALSE
C13orf35,0.08164565465,0.607945683331046,0.709447283334286,Not highlighted,FALSE
FCER2,-0.0713969035,0.607948573066894,0.709447283334286,Not highlighted,FALSE
GYPA,-0.21750726525,0.608017857298048,0.70949007198901,Not highlighted,FALSE
GNB1,0.0431099417500001,0.608130611105078,0.709541979645004,Not highlighted,FALSE
DSG1,0.12005598695,0.608141741126942,0.709541979645004,Not highlighted,FALSE
C21orf119,0.0687965132499999,0.608160199912719,0.709541979645004,Not highlighted,FALSE
DDX43,0.219037826,0.608661908385661,0.710089237393666,Not highlighted,FALSE
SNX2,0.0667209153,0.608770893018726,0.710178293732883,Not highlighted,FALSE
ZDHHC3,-0.1104483957,0.609120104370899,0.71054756852447,Not highlighted,FALSE
NGRN,0.0511940488999999,0.609269491995214,0.710655463564774,Not highlighted,FALSE
GRM2,-0.0930113685999999,0.609277939500711,0.710655463564774,Not highlighted,FALSE
OR7E37P,-0.0718043336999999,0.609323000757376,0.710669914877987,Not highlighted,FALSE
HOXC9,0.0718295397000003,0.609424667620281,0.710750381753062,Not highlighted,FALSE
OR4F21,-0.14189706695,0.609458582241472,0.71075182719904,Not highlighted,FALSE
TNFRSF13C,0.10179185485,0.609596323906907,0.710839020029331,Not highlighted,FALSE
TTI1,0.0760567637500001,0.609641072456173,0.710839020029331,Not highlighted,FALSE
MZT2A,-0.13392222185,0.609642479754938,0.710839020029331,Not highlighted,FALSE
PSTPIP1,0.0730712887000001,0.609664065725782,0.710839020029331,Not highlighted,FALSE
AGXT2,-0.1026887192,0.609700504892891,0.710843403678521,Not highlighted,FALSE
CYP3A7,-0.1118736222,0.609753319892195,0.71086687824499,Not highlighted,FALSE
TTTY7,0.12036891545,0.609973074489524,0.711084962554055,Not highlighted,FALSE
NXPH2,0.17500772725,0.610009265396028,0.711089042920386,Not highlighted,FALSE
RAB25,-0.1265337164,0.610142692697311,0.711206465438718,Not highlighted,FALSE
SPAG4,0.0703795695000001,0.610234889815095,0.711248230936567,Not highlighted,FALSE
PTH,-0.11827064235,0.610243919362319,0.711248230936567,Not highlighted,FALSE
ARL17B,0.05627591645,0.610295300707298,0.711270005410692,Not highlighted,FALSE
SCARNA4,0.1464816268,0.610516552361763,0.71148974267201,Not highlighted,FALSE
PDCD6IP,0.0508635555000001,0.610718679019998,0.711686791168371,Not highlighted,FALSE
ALKBH5,0.04378094405,0.610763956607995,0.711686791168371,Not highlighted,FALSE
FCER1A,0.104182931,0.610783790802278,0.711686791168371,Not highlighted,FALSE
ECSCR,0.0478675157,0.610843731476944,0.711712802332733,Not highlighted,FALSE
MUC21,0.09778534915,0.610871552940057,0.711712802332733,Not highlighted,FALSE
SUN3,-0.0576787440999999,0.610919559047773,0.711730611558415,Not highlighted,FALSE
SLFN14,0.18672834135,0.611021493659409,0.711779283848096,Not highlighted,FALSE
BARHL2,-0.11290650145,0.611026782240507,0.711779283848096,Not highlighted,FALSE
PER4,0.12805835285,0.611066317100634,0.711787219105333,Not highlighted,FALSE
BRAF,0.0549240847500001,0.611248043510048,0.711960773356389,Not highlighted,FALSE
NKX2-8,0.1396289351,0.611345764891505,0.712036468083102,Not highlighted,FALSE
TUBBP5,-0.14934890435,0.611639332900108,0.71234024571629,Not highlighted,FALSE
LOC349196,-0.0743927564999999,0.61179969344064,0.712488860248463,Not highlighted,FALSE
TCTE3,-0.0712479597499999,0.612346219500393,0.713087154910463,Not highlighted,FALSE
SLPI,-0.0931921037500001,0.612534914924076,0.713268708213517,Not highlighted,FALSE
POMT2,-0.04241473655,0.612623465993419,0.713333634831586,Not highlighted,FALSE
LOC284628,0.0941660877000001,0.612691824308974,0.713375043484038,Not highlighted,FALSE
XKRX,0.1150271401,0.612761186333494,0.713401065740057,Not highlighted,FALSE
C6orf186,0.1506941455,0.61280461442421,0.713401065740057,Not highlighted,FALSE
ECSIT,0.0368278992,0.612812564975771,0.713401065740057,Not highlighted,FALSE
SLC38A4,0.13415894485,0.612887357851264,0.713449952262693,Not highlighted,FALSE
SIRT5,0.0885845627000002,0.612973981711845,0.713489089092656,Not highlighted,FALSE
FKTN,-0.09671204595,0.612993003982019,0.713489089092656,Not highlighted,FALSE
BCAP31,0.0473245162999999,0.613019381484583,0.713489089092656,Not highlighted,FALSE
COX15,0.0750379817500001,0.613138798996056,0.713589895974436,Not highlighted,FALSE
SMARCA1,0.03755407505,0.614135030066187,0.714711100208641,Not highlighted,FALSE
TRIT1,0.04599990745,0.614219860296217,0.714771581487445,Not highlighted,FALSE
LOC100289580,0.0576657309000001,0.614315917823629,0.714845120874101,Not highlighted,FALSE
NTM,-0.20198030685,0.614693334313753,0.715246036588893,Not highlighted,FALSE
TRIP6,-0.0401843073,0.614836555515738,0.715338295065216,Not highlighted,FALSE
C2orf42,0.0434249881999999,0.614838394839062,0.715338295065216,Not highlighted,FALSE
C8orf76,0.04885788315,0.615252391503729,0.715781677273847,Not highlighted,FALSE
SCRN3,0.0674268758500001,0.615457332234434,0.715981810394877,Not highlighted,FALSE
UNC13B,0.0886119129500002,0.615738303290123,0.716265585940791,Not highlighted,FALSE
TBC1D23,0.0534028615,0.615767122889517,0.716265585940791,Not highlighted,FALSE
RNU1-5,0.13762368155,0.615838301677663,0.716281296333249,Not highlighted,FALSE
BTNL2,0.0730948917,0.615846487864308,0.716281296333249,Not highlighted,FALSE
NEUROG2,0.08508127155,0.616048246208674,0.716477648052776,Not highlighted,FALSE
LOC440104,-0.054692747,0.616168326012365,0.716553736867451,Not highlighted,FALSE
DKFZp686A05212,-0.0795802632999999,0.616179553517179,0.716553736867451,Not highlighted,FALSE
CYP2C18,0.0879884980999999,0.616252932198376,0.716600758108578,Not highlighted,FALSE
MLLT6,-0.10801582425,0.616302979208623,0.716620644878707,Not highlighted,FALSE
BRD3,0.0634660746000001,0.616428056128009,0.716727767633978,Not highlighted,FALSE
ZNF454,-0.0719976469,0.616485711860924,0.716736837514169,Not highlighted,FALSE
MED7,0.0634853567,0.616501757534484,0.716736837514169,Not highlighted,FALSE
DEFB124,0.0591517623,0.616914979126355,0.717176864459993,Not highlighted,FALSE
ITPR2,-0.0522605198,0.616946188294198,0.717176864459993,Not highlighted,FALSE
TMEM64,-0.12225771235,0.617009338300639,0.717211944996286,Not highlighted,FALSE
UNC93B1,-0.040122795,0.617150315527347,0.717268776561223,Not highlighted,FALSE
N4BP1,-0.0610306266499999,0.617154217965064,0.717268776561223,Not highlighted,FALSE
PLA2G2E,-0.16278284675,0.617157154382119,0.717268776561223,Not highlighted,FALSE
F2RL2,0.13253462325,0.617229603547908,0.717314651726991,Not highlighted,FALSE
RHEB,0.0809467509000001,0.61772097285208,0.717847344880781,Not highlighted,FALSE
SPEF1,0.16812257765,0.617929879166117,0.718051751248538,Not highlighted,FALSE
CRIP1,0.09547783845,0.617984798700489,0.718054405244569,Not highlighted,FALSE
ADNP,-0.0617892715000001,0.617998185021312,0.718054405244569,Not highlighted,FALSE
E2F6,0.0764510901000002,0.618096393247416,0.718130154145806,Not highlighted,FALSE
RPL9,0.0547248835,0.618248622570677,0.718268655565741,Not highlighted,FALSE
CYP21A2,-0.0737051010499999,0.618392348041802,0.718397263117137,Not highlighted,FALSE
USP12,0.05699708745,0.618547839944107,0.718539525472054,Not highlighted,FALSE
UBE2E1,-0.0668596756499999,0.618699807543784,0.718640665115926,Not highlighted,FALSE
LRRC23,0.0632173808499999,0.618700980858126,0.718640665115926,Not highlighted,FALSE
UNQ9370,-0.1143216166,0.619156559023048,0.719108090092263,Not highlighted,FALSE
ACCN3,0.12230952375,0.619169520933155,0.719108090092263,Not highlighted,FALSE
CHRFAM7A,0.0726445948999999,0.619302667089971,0.71915569248532,Not highlighted,FALSE
OPRM1,0.10084598165,0.619307127742958,0.71915569248532,Not highlighted,FALSE
PKHD1,0.0646761855000001,0.619309692517241,0.71915569248532,Not highlighted,FALSE
ZPBP2,0.11185751095,0.619398093399095,0.719186018485187,Not highlighted,FALSE
MRPS7,-0.0565464030000001,0.619403079691437,0.719186018485187,Not highlighted,FALSE
A2ML1,-0.0834122587499998,0.619434997072452,0.719186018485187,Not highlighted,FALSE
DNASE1,-0.0676303392999999,0.619658441009138,0.719407045731787,Not highlighted,FALSE
CD52,0.0969828579999999,0.619723532823625,0.719415796965013,Not highlighted,FALSE
ZNF703,-0.07827633065,0.61973212594384,0.719415796965013,Not highlighted,FALSE
MBNL2,-0.0684556036999998,0.61977294088407,0.719424783078621,Not highlighted,FALSE
CARD14,0.06168117465,0.619997558265424,0.719647112454083,Not highlighted,FALSE
FLJ43879,-0.0906506124999998,0.620067392296238,0.719689766673485,Not highlighted,FALSE
C3orf70,0.0677061572,0.620291361102423,0.719911305447653,Not highlighted,FALSE
TAS2R42,-0.0794068057000001,0.620399695343567,0.719998622051607,Not highlighted,FALSE
CRCP,-0.0557027830500001,0.620461630089712,0.72003208374474,Not highlighted,FALSE
MPST,0.047992132,0.620539700438191,0.720084265880583,Not highlighted,FALSE
KRTAP3-1,0.0830136332,0.620801437711477,0.720327648841916,Not highlighted,FALSE
SALL1,0.1121099949,0.620820958299461,0.720327648841916,Not highlighted,FALSE
SEPT12,0.10061988805,0.620890269418689,0.720327648841916,Not highlighted,FALSE
ZNF598,0.0333418852499999,0.620917586109732,0.720327648841916,Not highlighted,FALSE
ECHDC1,-0.0509871520000001,0.620927675362539,0.720327648841916,Not highlighted,FALSE
BBS10,-0.06503913145,0.62099018983752,0.720327648841916,Not highlighted,FALSE
FLJ35390,-0.1016366543,0.621008114448977,0.720327648841916,Not highlighted,FALSE
ZNF619,0.05647086945,0.621014361839484,0.720327648841916,Not highlighted,FALSE
PAF1,0.03537816745,0.621235525477343,0.720545758248009,Not highlighted,FALSE
C14orf101,-0.0504486800500001,0.621301694717916,0.720584082298273,Not highlighted,FALSE
LOC541472,0.1637182667,0.621668682826879,0.720971272598117,Not highlighted,FALSE
CCDC64,0.0860883970500001,0.622020981126417,0.721341386227105,Not highlighted,FALSE
SEC23B,0.0664805686499999,0.622087270476574,0.721379801013244,Not highlighted,FALSE
LOC374890,0.0738849597500001,0.622154977135524,0.7214198551443,Not highlighted,FALSE
FKBP1A,0.0459778835000001,0.622213126675194,0.721448823637464,Not highlighted,FALSE
MITD1,0.05634226515,0.622443821979412,0.721677843169137,Not highlighted,FALSE
C9orf96,0.0623491307,0.622791771816823,0.722042779051249,Not highlighted,FALSE
CMAS,0.0521004680999999,0.622906219711836,0.722102844761579,Not highlighted,FALSE
VPS35,-0.0353870399,0.62290997513361,0.722102844761579,Not highlighted,FALSE
TTTY20,0.1452688891,0.623051997091132,0.722228992311553,Not highlighted,FALSE
ZNF813,-0.0646651765499998,0.623229796090757,0.722386832133482,Not highlighted,FALSE
USP16,-0.0385840887,0.623286624143188,0.722386832133482,Not highlighted,FALSE
PHYHIP,0.0733891231499999,0.623287792638893,0.722386832133482,Not highlighted,FALSE
