gene,F,P.Value,adj.P.Val
CLEC3A,12.8057678536046,6.37241746348705e-08,3.92635201519395e-06
ST3GAL4-AS1,12.7791552501116,6.53710818837687e-08,4.01545111162355e-06
ACTN1,12.7770582023986,6.55027424328109e-08,4.01545111162355e-06
MYADM,12.7615414983672,6.64856344867753e-08,4.06538615128882e-06
ASPN,12.7533532574729,6.70105429468598e-08,4.08713546413006e-06
STK26,12.7502946334007,6.72077313499571e-08,4.08883711661339e-06
ERCC1,12.6450505672536,7.43777983708141e-08,4.51368583932229e-06
CD36,12.6202987073353,7.61780218443777e-08,4.61134777345176e-06
PMP22,12.6152208565264,7.65529615867015e-08,4.62245920300901e-06
B3GNT5,12.6068816359273,7.71729256201561e-08,4.64827349751529e-06
CUX1,12.5908456954543,7.83799516294077e-08,4.70923127289822e-06
MESDC1,12.5716637934542,7.98498630195988e-08,4.78564203849223e-06
GJB2,12.5423240655935,8.21544246314282e-08,4.91157380723486e-06
TMEM119,12.5355286437678,8.26980835549327e-08,4.93186867185751e-06
RPL37A,12.5243123988851,8.36037042281499e-08,4.97359671975986e-06
CHI3L1,12.4871726696061,8.66775022423587e-08,5.14378798933584e-06
PDLIM7,12.4583546244303,8.91442407821603e-08,5.27720795983215e-06
KCNMA1,12.4501668188755,8.98584591832325e-08,5.30648255416287e-06
MAFF,12.4323354238494,9.14347554316454e-08,5.38639914131837e-06
ANGPTL2,12.4058403696084,9.38307570142114e-08,5.51409799066727e-06
YPEL5,12.3865935499669,9.5612572964179e-08,5.60517105534906e-06
SEMA3E,12.3753408870184,9.66707389988333e-08,5.6534827095371e-06
DEFB1,12.3353201007068,1.00534906107027e-07,5.86526470338894e-06
NANS,12.3131765382155,1.0274233817847e-07,5.97960408198698e-06
LMNA,12.3067572196684,1.03391734386603e-07,6.00293403999908e-06
SGMS2,12.2866437101332,1.05454528260847e-07,6.10801731674878e-06
PPP1R3C,12.2653262274374,1.07688037063192e-07,6.22246210331885e-06
PTGS2,12.2494929289629,1.09379065056879e-07,6.30508963799237e-06
PRSS23,12.2317899920433,1.11302837211244e-07,6.40070815991232e-06
TIMM44,12.2234893921928,1.12217063950428e-07,6.43795426507051e-06
SH3BGRL3,12.2007215935902,1.14765409322285e-07,6.56855197005009e-06
CTNNAL1,12.1942822651358,1.15497118107984e-07,6.58644119967122e-06
CDO1,12.193175600172,1.15623362259785e-07,6.58644119967122e-06
ST3GAL1,12.1737422639318,1.17864013649312e-07,6.69172685053675e-06
RPS8,12.1723546613999,1.18025737520335e-07,6.69172685053675e-06
SQSTM1,12.1498552327059,1.20680796562393e-07,6.82623718822359e-06
ATP5B,12.1456528280975,1.21183615968086e-07,6.83866326279715e-06
RSL1D1,12.1218381001204,1.24074917330375e-07,6.98550461137655e-06
NT5E,12.1089620274595,1.25668259830665e-07,7.0427415804282e-06
ITGA2,12.1089101350954,1.25674724513086e-07,7.0427415804282e-06
AMOTL1,12.0839854577564,1.28820536840698e-07,7.20232043128096e-06
COL1A2,12.0632208942789,1.31504402088707e-07,7.3353945118904e-06
H2AFX,12.059565438467,1.31982923476858e-07,7.34512338879388e-06
WISP2,12.0370163597263,1.349754445946e-07,7.49439520297325e-06
MARS,12.0195600798134,1.37340978689203e-07,7.60824921623926e-06
MFI2,12.0094970260584,1.38724384980241e-07,7.66729993232896e-06
XBP1,12.0019242969277,1.39775080477075e-07,7.70773406110226e-06
RIPK4,11.9625805664556,1.45370015693542e-07,7.99799997504812e-06
TSC22D1,11.9559985542124,1.46328749060099e-07,8.02173411100068e-06
RHOB,11.9541143744931,1.46604418438365e-07,8.02173411100068e-06
CRIP1,11.9527950665062,1.46797767443477e-07,8.02173411100068e-06
TLL1,11.9395679159965,1.48751114023475e-07,8.11012563658913e-06
NFKBIA,11.8951077645172,1.55519333997047e-07,8.4600416081772e-06
NNMT,11.8787328624178,1.58092912628418e-07,8.580714873515e-06
CD177,11.8704414911951,1.59413050030616e-07,8.63296725872079e-06
GLIS3,11.8642826541527,1.60401137713254e-07,8.6670440250296e-06
CST3,11.8544754207562,1.61987846405149e-07,8.73324208532045e-06
CRYAB,11.8482996702271,1.62995467448153e-07,8.76799448836357e-06
TNFAIP8L3,11.8399918000075,1.64361351878469e-07,8.82182162649036e-06
CALM1,11.8353194927313,1.65134793541734e-07,8.84368219160424e-06
LBH,11.8321725302101,1.65657886450594e-07,8.85206843239202e-06
CDV3,11.8057458207734,1.701198211115e-07,9.07042834283896e-06
METTL21A,11.7877391874082,1.73232241926607e-07,9.21603158425844e-06
LYAR,11.755468071713,1.78960769391107e-07,9.49986695187562e-06
PAPSS2,11.7278277015031,1.8402538747299e-07,9.74476887116749e-06
CEP57,11.7259159008142,1.84381210372357e-07,9.74476887116749e-06
LOC100129434,11.7019678050819,1.88900113313456e-07,9.96180008048014e-06
HMGA1,11.6745805760854,1.94210840021102e-07,1.02195521111758e-05
WISP3,11.6650786681978,1.9608981119014e-07,1.02903374656903e-05
NGF,11.6634784090019,1.96408130322661e-07,1.02903374656903e-05
YTHDC1,11.6590216208321,1.97297524881343e-07,1.03145608624655e-05
FAM162A,11.6399177806829,2.01158056389972e-07,1.04936728639028e-05
MYL6,11.6193079144917,2.05411991505471e-07,1.06924910147233e-05
TNN,11.6154224870808,2.06224480245848e-07,1.07116986481247e-05
THBD,11.5865523748011,2.12368242994788e-07,1.10071462941054e-05
MAP2K3,11.5825051117029,2.13244765970769e-07,1.10289097055503e-05
CILP2,11.5631488064104,2.17489624639581e-07,1.12244164613671e-05
TRA2A,11.557960869953,2.18642353561093e-07,1.12598481142027e-05
WNT16,11.5402629465562,2.22623227839048e-07,1.1440465578716e-05
ATF3,11.5276148252454,2.2551480186349e-07,1.15406517910416e-05
HTR2A,11.5275557122251,2.25528408287651e-07,1.15406517910416e-05
OGN,11.514895862824,2.28462357579975e-07,1.1666070449533e-05
CRABP2,11.4901529396861,2.34312872929059e-07,1.19395755693155e-05
SLC16A1,11.4808936994954,2.36542496269968e-07,1.20278124471759e-05
LINC00152,11.438741945179,2.46977764284702e-07,1.25320460940513e-05
SBSN,11.4247052276268,2.50559109657967e-07,1.26871156720521e-05
HSP90AB1,11.4118517984687,2.53886378613765e-07,1.2828698122716e-05
COL15A1,11.4074997025611,2.55023456844958e-07,1.28592516767772e-05
ATP1B2,11.4048654228621,2.55714314967881e-07,1.286722468629e-05
GADD45B,11.4009400789998,2.56747410794896e-07,1.28923497150294e-05
ANXA5,11.3844113037625,2.61145860125843e-07,1.30860082149782e-05
UBB,11.3781844150227,2.62823339297751e-07,1.31427994079888e-05
HNRNPAB,11.368028535769,2.65583572826547e-07,1.32533885009909e-05
RRP9,11.344762495227,2.72022314773365e-07,1.35467112757136e-05
TRAF3IP2,11.3116582764804,2.81467563513659e-07,1.39882429249905e-05
SDCBP,11.2895261834858,2.87973808803258e-07,1.42822000082651e-05
NET1,11.2659468029709,2.95079507777345e-07,1.46046216216111e-05
TGFBR1,11.2539356436981,2.98769626760572e-07,1.47570200309777e-05
GALNT18,11.2352335143608,3.04612112688075e-07,1.50148905260308e-05
COL11A1,11.2216166407977,3.08941355310038e-07,1.51972720057095e-05
DUSP1,11.2174284988321,3.10285850319921e-07,1.5232386469059e-05
DEGS1,11.2052334846274,3.14235838832664e-07,1.53950065219581e-05
ACSS1,11.2008005945261,3.15684710367343e-07,1.54346818006122e-05
INHBA-AS1,11.1875079625361,3.20071543766515e-07,1.55731888862559e-05
SNHG5,11.1871724092683,3.20183107559048e-07,1.55731888862559e-05
DLX5,11.1863644422792,3.20451905621215e-07,1.55731888862559e-05
SOX11,11.1807494887752,3.22326468580218e-07,1.56328337261406e-05
OSR2,11.1780935981766,3.23217149246878e-07,1.56446168452101e-05
PPP1R14C,11.1741740661556,3.24536327850038e-07,1.5677051853124e-05
RAB1A,11.1208591865483,3.43052383284958e-07,1.65384116037557e-05
DCHS1,11.1079451223684,3.47702096758809e-07,1.67291807629791e-05
APOD,11.0976370749219,3.51460971831388e-07,1.6876415214003e-05
AMTN,11.0898435669386,3.5433121197138e-07,1.69804796879856e-05
ITM2C,11.0828538362577,3.56926362583086e-07,1.70512797164221e-05
LUM,11.0809955801436,3.57619648481314e-07,1.70512797164221e-05
SLC25A36,11.0801743074673,3.57926502555624e-07,1.70512797164221e-05
TCF4,11.0561823198258,3.67013743652672e-07,1.74497695874862e-05
MARCKSL1,11.0446762389678,3.71457416058104e-07,1.76263476818298e-05
NOP2,11.0337054261561,3.75746980576162e-07,1.77949349448158e-05
NDRG2,11.0198219214501,3.81250060158528e-07,1.80202205538335e-05
TGFB1,11.0138669912161,3.83636311831743e-07,1.80975934368596e-05
CDKN1A,11.009096608142,3.85559200961827e-07,1.8152848695577e-05
HAPLN1,11.0015948141468,3.88603581513928e-07,1.82605881406729e-05
NDUFAF4,10.9948548568966,3.91360313074583e-07,1.83291532260749e-05
PRG4,10.9943187463375,3.91580468871554e-07,1.83291532260749e-05
POSTN,10.9695333099029,4.01901962337549e-07,1.87758957375993e-05
SESN2,10.9589081803841,4.06413705633167e-07,1.89236083825495e-05
AKR1B10,10.9584001438551,4.06630760176509e-07,1.89236083825495e-05
IFI16,10.9544068719368,4.08341096288469e-07,1.89666586512604e-05
RPS2,10.9412558009707,4.14027338682138e-07,1.91938624015157e-05
CAPG,10.8787182043355,4.4222739826905e-07,2.04619125486444e-05
KPNA2,10.8633366016318,4.49467683835436e-07,2.07571567259604e-05
TMSB10,10.8601286936799,4.5099329875782e-07,2.0787864780339e-05
SERPINE2,10.8475989663827,4.57004448504204e-07,2.099418964807e-05
MT1E,10.8471778055719,4.57207955735719e-07,2.099418964807e-05
HSP90AA1,10.8304390829219,4.65373701358479e-07,2.13075676478285e-05
MAFB,10.8288462621939,4.66158672043092e-07,2.13075676478285e-05
RPL35,10.8277915384656,4.6667922352094e-07,2.13075676478285e-05
PLK2,10.8218187713417,4.69638573072193e-07,2.13644430896378e-05
TSPYL2,10.8217072738051,4.69694004082213e-07,2.13644430896378e-05
SNRPD1,10.8143127260568,4.73385576339694e-07,2.14918831303245e-05
CD44,10.8056748155136,4.77736467376997e-07,2.16359873055047e-05
NRN1,10.8044609791295,4.78351228466008e-07,2.16359873055047e-05
GTF2H2,10.7116110023912,5.27927144282285e-07,2.38336903100001e-05
MYLIP,10.6913685062414,5.39434456754653e-07,2.42905651262495e-05
ALOX12P2,10.6887981830971,5.40914341129248e-07,2.42905651262495e-05
BLOC1S2,10.6878464676485,5.41463379393155e-07,2.42905651262495e-05
WIF1,10.6867962655921,5.42069912766466e-07,2.42905651262495e-05
TGFBR3L,10.6811697227951,5.45331630692745e-07,2.43914719928183e-05
MMP28,10.6591414071322,5.58301004570233e-07,2.49254051079202e-05
CFL1,10.656586959578,5.59825769361616e-07,2.49473649582862e-05
MED8,10.6233165252432,5.80089131908096e-07,2.58027491767518e-05
HSPA1B,10.6167915145266,5.84152686127112e-07,2.59357349779929e-05
ARPC5L,10.6006986429134,5.94303000118705e-07,2.63379823153524e-05
DLGAP4,10.5915702681463,6.0014269134695e-07,2.65480703738148e-05
LINC00884,10.5689325889355,6.14886043309156e-07,2.71505349251299e-05
SPSB1,10.5645972160517,6.17752670118955e-07,2.71988823684605e-05
IL11,10.5637266445631,6.18329996732848e-07,2.71988823684605e-05
RASGRP2,10.5621766272871,6.1935930537214e-07,2.71988823684605e-05
LRRC8C,10.5583316141643,6.21920405594389e-07,2.72617850386956e-05
BCL10,10.5332109916817,6.38928701936308e-07,2.79566031483109e-05
CLDND1,10.5293872356413,6.41560137889287e-07,2.80209801273779e-05
SIPA1L2,10.5157361749277,6.51047697240818e-07,2.83840343528113e-05
OPHN1,10.5125857683385,6.5325808611512e-07,2.84290856827721e-05
LOC643733,10.5023386299832,6.60502315155111e-07,2.86926482337075e-05
JAG2,10.5003124489734,6.61944682635241e-07,2.87036802866948e-05
TOMM5,10.4733507290788,6.81455575805906e-07,2.94967679613621e-05
TNC,10.4680467938102,6.85364309510771e-07,2.96128875985933e-05
SLC7A11,10.4633707726531,6.88829817254808e-07,2.97094760288489e-05
UGP2,10.446696355315,7.01338068281895e-07,3.01950416456553e-05
SEPW1,10.4449672319713,7.02648735236196e-07,3.01976421746617e-05
NMB,10.4423542585027,7.04634235343539e-07,3.02291841674112e-05
LOC653786,10.4382887114857,7.07735206598647e-07,3.03083837676899e-05
GPR183,10.4132728518924,7.27133763936585e-07,3.10840031864785e-05
NCKAP5,10.3904074335713,7.45353076781144e-07,3.18061842917372e-05
EIF5B,10.3887884298906,7.46661139130335e-07,3.18061842917372e-05
MXRA8,10.3862368973329,7.48727523509023e-07,3.18380561185096e-05
SLC1A3,10.3757021260401,7.57322963536769e-07,3.21469622817286e-05
TP53INP2,10.3275193369201,7.97976461975214e-07,3.38132026071708e-05
ILF2,10.3209536534586,8.03690963174078e-07,3.3995705487817e-05
RPL7,10.3143574401534,8.09475294314524e-07,3.41805188524103e-05
CASP1,10.3087496951707,8.14427175581455e-07,3.43295978565775e-05
LINC00310,10.3068620528654,8.16101187791391e-07,3.43402299455147e-05
ANKRD29,10.2954028833917,8.26341282601632e-07,3.46887663790226e-05
GABARAPL1,10.2943858263459,8.27256632067114e-07,3.46887663790226e-05
GLRX3,10.2702605415227,8.49284205802262e-07,3.55507130376812e-05
IRS2,10.2549888914018,8.63545370215358e-07,3.60400925714341e-05
FN1,10.2545493903429,8.63959491527361e-07,3.60400925714341e-05
THUMPD3-AS1,10.2377872111914,8.79910267385993e-07,3.6642194289955e-05
IFI44,10.208643795316,9.08382969745364e-07,3.77627777422716e-05
HSPA2,10.20377494851,9.13233242159804e-07,3.7830099572333e-05
CDH13,10.2022721226258,9.14735817208324e-07,3.7830099572333e-05
SCARA5,10.2019378684379,9.15070368120127e-07,3.7830099572333e-05
CDON,10.1993234344827,9.17691556516031e-07,3.7830099572333e-05
MAMDC2,10.1991818403897,9.17833741124794e-07,3.7830099572333e-05
REXO2,10.1947709109099,9.22274662425156e-07,3.79483814677254e-05
FAM13A,10.1750029658989,9.42455738313682e-07,3.86588253697665e-05
KLF10,10.1747257446969,9.42742025536888e-07,3.86588253697665e-05
SPTSSB,10.1481837850128,9.70579087684141e-07,3.97328757709069e-05
STK40,10.135499865302,9.8418520984006e-07,4.02217011391996e-05
GDF10,10.131350593232,9.88679484633366e-07,4.03371209330231e-05
PTRF,10.1296777108122,9.90497549967448e-07,4.03431489449642e-05
SPTLC3,10.1142409823043,1.00744043861736e-06,4.09641564207493e-05
ADAMTS7,10.1065695474159,1.01597322579771e-06,4.12416828952809e-05
TPI1,10.1010370753839,1.02217392832968e-06,4.14237699512529e-05
RBMS1,10.0951341704176,1.02883361053076e-06,4.1623816072277e-05
CILP,10.0918537895096,1.03255421528076e-06,4.1704484885746e-05
RHEB,10.0819466439721,1.04387683655932e-06,4.20914144130505e-05
DKK3,10.0567549662217,1.0732585002933e-06,4.32020644158369e-05
LSMEM1,10.0552858015729,1.0749985804628e-06,4.32020644158369e-05
ABI3BP,10.0432311830634,1.08938835666498e-06,4.36665185732843e-05
IFI6,10.0401672112937,1.09307798164045e-06,4.36665185732843e-05
METRNL,10.0396658255172,1.09368299600962e-06,4.36665185732843e-05
PIK3R1,10.0395794479794,1.09378726190688e-06,4.36665185732843e-05
NCL,10.0150019523578,1.12388252884458e-06,4.47939516818205e-05
RTN4,10.0016597322859,1.14058281495392e-06,4.53846733601022e-05
SEPT6,9.9900404367228,1.15533864900648e-06,4.58962078773908e-05
SEC61B,9.98850400656863,1.15730476796403e-06,4.58988211176278e-05
VCAM1,9.98469171215295,1.162198412207e-06,4.6017341393501e-05
NIPAL1,9.98207346116442,1.16557189703775e-06,4.60753813897753e-05
FLJ37453,9.96641287123968,1.18596545407551e-06,4.68049405429507e-05
VIMP,9.96450868060769,1.18847053868251e-06,4.68272902460009e-05
MTMR1,9.96185432833549,1.19197177581222e-06,4.68887529335383e-05
C10orf2,9.93728189336275,1.22490266159888e-06,4.81058113586956e-05
OLFML1,9.92752787022332,1.23823797937584e-06,4.85505875257543e-05
FSTL3,9.88611096771546,1.29658107181909e-06,5.07557903203348e-05
HNRNPA2B1,9.87971219022846,1.30584901343678e-06,5.10358757630073e-05
NEDD9,9.8741258491121,1.31399705517208e-06,5.12713584387257e-05
ACKR2,9.86024092018327,1.33448102862195e-06,5.19866456198484e-05
PNRC2,9.85121009062827,1.34798349855808e-06,5.24280924970584e-05
RABGEF1,9.84800149454284,1.35281528391421e-06,5.25314269330868e-05
C11orf91,9.84065370993497,1.36394879948618e-06,5.28575595307767e-05
EIF3M,9.83957529664054,1.36559090577587e-06,5.28575595307767e-05
C15orf57,9.83521259054609,1.37225522143188e-06,5.30305285811908e-05
UBC,9.82864678313903,1.38234930656815e-06,5.33352760407995e-05
CCDC186,9.82490575766266,1.3881354610161e-06,5.34731033332087e-05
CDK2AP2,9.79592754229742,1.43382520051768e-06,5.51057897049803e-05
DNER,9.79506180085026,1.43521423937508e-06,5.51057897049803e-05
ITGA5,9.79372379176704,1.43736378562239e-06,5.51057897049803e-05
CCT5,9.78502184352268,1.45142635831361e-06,5.55567366598237e-05
ARPC3,9.78101399096996,1.45795162829091e-06,5.57182051868834e-05
IPO5,9.75892430939836,1.4944728182705e-06,5.70236998099329e-05
RPS7,9.75607430458528,1.49925420639276e-06,5.71159098533192e-05
IL17RB,9.75328484322124,1.50394956466664e-06,5.72045572210918e-05
SBDS,9.74774528349839,1.51331981911581e-06,5.74704616212331e-05
FOXA2,9.74151174966764,1.5239372202705e-06,5.77828189657669e-05
TIPARP,9.7363365469922,1.5328113617948e-06,5.80282019144669e-05
CCL2,9.70663284381987,1.58480505693147e-06,5.99026549922783e-05
PAX9,9.69937539691141,1.59778768082444e-06,6.02198190047583e-05
GSTO1,9.69915561101592,1.59818258527098e-06,6.02198190047583e-05
IFITM3,9.68215678802068,1.62903790097981e-06,6.12868417793852e-05
MAPK1IP1L,9.67857912926628,1.63561110464155e-06,6.14384370301826e-05
TIMP3,9.66642006427785,1.6581596056709e-06,6.21887095586478e-05
SPAG5,9.64842421067304,1.69213252232631e-06,6.33644601732516e-05
FHL2,9.62813501760981,1.73131223514782e-06,6.47312452252714e-05
POLR1C,9.61003622331481,1.76706539675083e-06,6.5965889532802e-05
SERPINI1,9.60201327421584,1.78316126359391e-06,6.64640339499749e-05
LAPTM4A,9.58281948675445,1.82229565316884e-06,6.78108596481981e-05
FGD6,9.58155255265914,1.82491031223156e-06,6.78108596481981e-05
EPB41L2,9.572073969708,1.84459720745588e-06,6.84371065310012e-05
KCNIP4-IT1,9.55898472004206,1.8721503958731e-06,6.93528351403728e-05
PTTG1,9.54977664964406,1.89179206160287e-06,6.99731296537428e-05
ADGRB2,9.54637777428992,1.89909669369141e-06,7.01098381640916e-05
GRWD1,9.54535823288993,1.90129358661367e-06,7.01098381640916e-05
MEOX2,9.54125040597831,1.91017211656729e-06,7.02401675299256e-05
TUBB4B,9.54007455515532,1.91272156242597e-06,7.02401675299256e-05
TRIB1,9.53969172973309,1.91355236346172e-06,7.02401675299256e-05
SERPINB8,9.53794182283043,1.91735480336285e-06,7.02729447126296e-05
VCP,9.53603069021352,1.92151663307879e-06,7.03187746041696e-05
TCEB2,9.50697908616976,1.98596190877989e-06,7.25672284156743e-05
HNRNPC,9.5044908577999,1.99158596738175e-06,7.26628034292621e-05
COL5A2,9.48904112992481,2.02688244925773e-06,7.38390524840451e-05
CSGALNACT2,9.48593161466242,2.03406543695628e-06,7.39891302692848e-05
EIF4G1,9.47738685244067,2.05394169240254e-06,7.45997799948851e-05
PLK3,9.46177966287489,2.09077379191746e-06,7.58235126068805e-05
FAM177A1,9.45949023548431,2.09623470758147e-06,7.59075815475491e-05
IDH3A,9.4212038807873,2.1898093222954e-06,7.90699555188796e-05
PDPN,9.42108242695288,2.1901130394622e-06,7.90699555188796e-05
RCN1,9.40743812808819,2.22451595663279e-06,8.01921401500772e-05
ACKR1,9.39807375259613,2.24845509252773e-06,8.08454724221422e-05
HRCT1,9.39773204638231,2.24933372532106e-06,8.08454724221422e-05
AKIRIN2,9.39388952148384,2.25923888129445e-06,8.10808271915376e-05
CAMSAP2,9.39068076837478,2.26754536955696e-06,8.12581948233074e-05
PDGFRA,9.38133821975908,2.29191330544169e-06,8.20097512093826e-05
DDX26B,9.3790382160336,2.29795437804751e-06,8.21042782440556e-05
NACA,9.36407569698783,2.33766412293767e-06,8.33073055867735e-05
NRK,9.36375491635094,2.33852329680919e-06,8.33073055867735e-05
FXYD5,9.35486275671459,2.36247223894387e-06,8.40365124995749e-05
ST6GAL2,9.3501001053341,2.37540497838169e-06,8.43722888865486e-05
SNRPB,9.34212097291778,2.39723859195839e-06,8.50227660962863e-05
ATP6V0E1,9.33582726840362,2.41460875550746e-06,8.55132628618354e-05
TREM1,9.32614658508611,2.44158487927863e-06,8.63420198963642e-05
BIRC3,9.32205433437482,2.45308319782878e-06,8.66218106391206e-05
CARS,9.2996839524239,2.51695083277703e-06,8.86903354111737e-05
CASP3,9.29801378869198,2.52178860799971e-06,8.86903354111737e-05
WSCD2,9.29770683935344,2.52267877396085e-06,8.86903354111737e-05
FOXS1,9.28879847009679,2.5486575170223e-06,8.94734375125577e-05
RPS10,9.28370928332569,2.56362448863701e-06,8.98682471321476e-05
SMOX,9.27486201715047,2.58986356762697e-06,9.05943626658764e-05
KRIT1,9.27419951313824,2.59183971358095e-06,9.05943626658764e-05
KIR3DX1,9.2666710037957,2.61440750203414e-06,9.11282227019892e-05
