logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
-0.96882461985,0.253618527075,-9.42069171152027,3.13639787366291e-09,4.31790674353896e-07,11.347061963638,ZFHX2
2.23915464565,0.097507345675,9.4098883905565,3.20180507684804e-09,4.3802304422389e-07,11.3268476447393,PAX1
-1.3866004435,-0.04198195925,-9.40641992619288,3.22310232638304e-09,4.38180761271775e-07,11.3203543678201,WFS1
1.10847392095,0.137291217475,9.39696137616644,3.28192805694685e-09,4.43406826675204e-07,11.3026388069776,COX6A2
1.1100155794,0.1915554298,9.36166611556953,3.5114259296169e-09,4.68810421468648e-07,11.2364245284757,MLLT11
0.83168663755,0.292662666725,9.36142333100086,3.51306080817349e-09,4.68810421468648e-07,11.2359684750458,PRTFDC1
1.1041065934,0.2008744586,9.34774830464554,3.60642931481817e-09,4.74332526635694e-07,11.2102679565885,RAB23
-2.25114665715,-0.501974987925,-9.34480703560333,3.62684451368009e-09,4.74332526635694e-07,11.2047368766419,TIMP4
1.7508011258,0.3024316026,9.342157624503,3.64533625841939e-09,4.74332526635694e-07,11.1997536286145,PRSS23
-4.5404719468,-0.9266797059,-9.33982143271909,3.66172276061616e-09,4.74332526635694e-07,11.1953587175902,LEP
-2.23256402225,-0.648011591875,-9.33957254528557,3.66347298983066e-09,4.74332526635694e-07,11.194890459558,PDE3B
-1.1444760493,0.18283265355,-9.32822986042278,3.74416235017059e-09,4.81911357638525e-07,11.1735413138532,CAV2
-2.7544260643,0.15431187685,-9.29913762747127,3.95963037881076e-09,5.06294726168423e-07,11.1187038082689,PLEKHA6
-2.03458948145,0.422834154275,-9.296451883845,3.98015806246783e-09,5.06294726168423e-07,11.1136354799917,MYOM1
-1.6698488258,0.3426540403,-9.29320653355559,4.00510984861451e-09,5.06506682715481e-07,11.1075097903405,LOC401052
-1.0625928262,-0.1820021069,-9.26641355157209,4.21738963549682e-09,5.30269707233103e-07,11.0568822800559,FAH
-1.5576362395,-0.01081446525,-9.25523043365815,4.30940351543488e-09,5.387249728031e-07,11.0357218270226,MIR600HG
-1.12537153595,0.107529061025,-9.24079939007966,4.43121791772781e-09,5.50275342896047e-07,11.008390417199,HOGA1
1.3547159126,0.3007387622,9.23833269094873,4.45239335921774e-09,5.50275342896047e-07,11.0037158032263,SERPINH1
-0.9682050722,0.2609897124,-9.21089064064191,4.69515108473893e-09,5.76999584153905e-07,10.9516544320164,EPB41L1
2.3808876756,0.5502271743,9.20196620268033,4.77701483448002e-09,5.83761947638255e-07,10.9347012808498,CTHRC1
-1.389556577,-0.06596874125,-9.19503072157518,4.84165214468647e-09,5.83808719093751e-07,10.9215188683241,LOC100131176
-1.2142658651,0.30653619645,-9.19389971262279,4.85227837127342e-09,5.83808719093751e-07,10.9193685099656,FAM149A
-1.42611639465,0.373385603675,-9.19330075947812,4.85791550919313e-09,5.83808719093751e-07,10.9182296645568,BHMT2
1.37609715845,-0.269038604025,9.18458067897555,4.94075705228308e-09,5.90501908798141e-07,10.9016437835866,VCAN
1.02460951025,0.318691610875,9.14728785461916,5.31186222405401e-09,6.22551044347774e-07,10.8305936954581,C1QTNF5
1.40408967345,-0.219798109275,9.14450927616056,5.34064090684052e-09,6.22551044347774e-07,10.8252923065451,SLC16A3
1.5890557265,0.45980796775,9.14301827041857,5.35615016416638e-09,6.22551044347774e-07,10.822447104039,BAMBI
